Time,"Time Code","Country Name","Country Code","GDP growth (annual %) [NY.GDP.MKTP.KD.ZG]","GDP at market prices (current US$) [NY.GDP.MKTP.CD]","GDP per capita (current US$) [NY.GDP.PCAP.CD]","GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]","Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS]","Foreign direct investment, net (BoP, current US$) [BN.KLT.DINV.CD]","GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]","GINI index (World Bank estimate) [SI.POV.GINI]","Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Internet users (per 100 people) [IT.NET.USER.P2]","Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Adult literacy rate, population 15+ years, both sexes (%) [SE.ADT.LITR.ZS]","Unemployment, total (% of total labor force) [SL.UEM.TOTL.ZS]","Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC]","Agriculture, value added (% of GDP) [NV.AGR.TOTL.ZS]","CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC]","Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]","Population, total [SP.POP.TOTL]"
1980,"YR1980","Suriname","SUR","-5.20199016413227","794900000","2191.15324290129","2280","68.8136872562586","","","","14.1097064496918","7.09064022915355","","74.2231727261291","65.9404390243903","","","","9.14238879368154","6.5399653230497","","362777"
1980,"YR1980","Swaziland","SWZ","12.4490529227244","542007473.131396","898.295868610952","","74.6014072161285","-17462987.454898","","","18.6839754034955","8.20953706034766","","114.046101727038","54.2263414634146","","","","22.7080382870603","0.771842624711414","","603373"
1980,"YR1980","Sweden","SWE","1.69997141885594","140088635568.375","16856.7610864306","17300","27.9592421367735","373639438.705504","","","13.7035832454062","11.7165099297006","","28.9371363555828","75.7409756097561","","","","4.3044965575992","8.63476990820442","","8310531"
1980,"YR1980","Switzerland","CHE","","118710309542.281","18785.0364373183","","40.82784611724","","","","4.0220253771572","","","44.630091712981","75.459268292683","","","","","6.41494978643569","","6319408"
1980,"YR1980","Syrian Arab Republic","SYR","11.9832018627982","13062421024.9337","1458.4852055875","1560","18.6280515819524","","","","19.2964123998608","17.4722936584549","0","36.1301154935202","65.8168292682927","","","","","2.32274772793149","","8956156"
1980,"YR1980","Tajikistan","TJK","","","","","","","","","","","","","62.2339024390244","","","","","","","3917642"
1980,"YR1980","Tanzania","TZA","","","","","","","","","30.1973001038421","","","","50.4683414634146","","","","","0.100874968885291","","18684893"
1980,"YR1980","Thailand","THA","5.17354100571934","32353514502","682.774983647363","710","24.1114477856034","-186827680.977842","","","19.703500522778","12.7024827905098","0","30.3676178240556","64.4464390243903","87.98176","","","23.2398777723942","0.846998833499612","","47385325"
1980,"YR1980","Timor-Leste","TMP","","","","","","","","","","","","","34.4359512195122","","","","","","","577580"
1980,"YR1980","Togo","TGO","14.5769561060092","1136409054.00774","417.668767492859","420","51.0620564569705","","","","12.3068572123795","10.4657265829035","0","56.3515193123926","52.3044146341463","","","","27.488546056837","0.264158321811148","","2720838"
1980,"YR1980","Tonga","TON","","53260077.4311091","572.645902255842","","30.0622153806683","","","","22.3933889164964","","","67.7185555769354","67.55","","","","38.4974003893256","0.433698538819659","","93007"
1980,"YR1980","Trinidad and Tobago","TTO","-1.06560766367409","6235833085.54359","5745.68056767627","4760","50.3340906053722","-184541666.743559","","","17.4703042795775","36.9497610209771","","39.0418281437926","67.0626829268293","94.97032","","","","15.606512621302","","1085308"
1980,"YR1980","Tunisia","TUN","7.41873936000491","8743054698.11088","1369.52611185947","1360","40.237254625053","-234594450.568507","","","","12.7987626925447","","45.6009038271431","62.024512195122","","","","16.3277960902059","1.48713392857143","","6384000"
1980,"YR1980","Turkey","TUR","-2.44735041781814","68789289565.7434","1566.74756485975","1860","5.16193170955531","-18000000","","","110.173208748415","93.0032247758467","","11.927885902191","58.6915853658537","65.69434","","","26.5038759689922","1.72560127035637","","43905790"
1980,"YR1980","Turkmenistan","TKM","","","","","","","","","","","","","60.8605609756098","","","","","","","2861000"
1980,"YR1980","Turks and Caicos Islands","TCA","","","","","","","","","","","","","","","","","","","","7525"
1980,"YR1980","Tuvalu","TUV","","","","","","","","","","","","","","","","","","","","8051"
1980,"YR1980","Uganda","UGA","","1244610000","99.1898629826501","","19.4438418460401","","","","","","","26.0322510665992","49.1827804878049","","","","72.0292578285659","0.0499736446857342","","12547754"
1980,"YR1980","Ukraine","UKR","","","","","","","","","","","","","68.8178292682927","","","","","","","49968811"
1980,"YR1980","United Arab Emirates","ARE","23.8747748930488","43598747466.6017","42878.854380409","","","","","","","9.51597605017727","","","67.9831951219512","","","","0.490602457342951","36.2953257755542","","1016789"
1980,"YR1980","United Kingdom","GBR","-2.16938877508191","564947710899.373","10032.062080015","8880","26.0165582874326","1106123546.00584","","","","19.8726746580812","","23.8314458014702","73.6756097560976","","","","","10.2867570419519","","56314216"
1980,"YR1980","United States","USA","-0.244596225208085","2862505000000","12597.6675101771","13410","9.80864662245131","2300000000","","","13.5093703292918","9.01853534424379","","10.2647506292565","73.609756097561","","","","","20.7864877412257","","227225000"
1980,"YR1980","Uruguay","URY","5.84340090099285","10163020115.7344","3485.52961587721","2870","15.032970370049","-289500000","","","63.4758304314674","54.762700979536","","20.6314259685046","70.2862926829268","","","","","2.00216546201267","","2915775"
1980,"YR1980","Uzbekistan","UZB","","","","","","","","","","","","","65.2723902439025","","","","","","","15951899"
1980,"YR1980","Vanuatu","VUT","-11.3998067085762","113423181.643068","980.880896994553","","33.1530404378401","","","","11.2401493156367","6.61619702230385","","41.7769621716708","58.5427073170732","","","","18.8977507430741","0.539106145251397","","115634"
1980,"YR1980","Venezuela, RB","VEN","-4.4213223529045","67135122863.8789","4375.35753509869","4140","28.7777027192196","-55000000","","","21.5410728484921","25.9910156353177","","21.8267277008794","68.174","","","","4.80188364125545","5.91780143232005","","15343917"
1980,"YR1980","Vietnam","VNM","","","","","","","","","","","","","67.4336585365854","","","","","0.313231452513967","","53700000"
1980,"YR1980","Virgin Islands (U.S.)","VIR","9.84348271246741","727800000","7503.09278350515","8000","","","","","","9.21033496429662","","","71.4251951219512","","","","","","","97000"
1980,"YR1980","West Bank and Gaza","WBG","","","","","","","","","","","","","","","","","","","",""
1980,"YR1980","Yemen, Rep.","YEM","","","","","","","","","","","","","50.5595365853659","","","","","0.411772938889476","","8059381"
1980,"YR1980","Zambia","ZMB","3.03562211939479","3884530853.76162","655.119794100852","610","","-61700000","","","","11.7629159005306","","","51.4991951219512","","","","15.0707099134595","0.595551528232496","","5929497"
1980,"YR1980","Zimbabwe","ZWE","14.420683903897","6678868200","916.283735553567","920","23.3673917985086","-1549689.61046654","","","5.40184453227931","12.7409349325219","","26.5230237662124","59.3880243902439","","","","15.6971179225158","1.32209716915008","","7289083"
1980,"YR1980","Arab World","ARB","9.58606627014788","336807220069.074","2046.57644461227","2056.71723389022","50.6224106881082","","","","9.62605664613174","20.028344929588","","34.4050616747348","58.4936853226455","","","","","3.09155162088256","","164571043"
1980,"YR1980","Caribbean small states","CSS","-0.845685039517505","13391895122.2923","2447.78763782481","2242.68018445186","56.3804902080183","","","","17.4703042795775","11.3985295242312","","54.5385225024216","68.3301631211885","","","","","7.09871230593198","","5471020"
1980,"YR1980","East Asia & Pacific (all income levels)","EAS","3.32813172211665","1801641725009.7","1156.03628516594","1275.61611088952","20.0018064068925","","","","","12.6506775999191","","20.9967857353907","66.0780351467126","","","","12.1287288390722","2.05148002335728","","1558464685"
1980,"YR1980","East Asia & Pacific (developing only)","EAP","7.209712149563","379516283022.644","279.100512382687","294.41283232665","12.7140457400832","","","","","","","12.3380692263331","64.99937871019","","","","28.5314533973636","1.2709759855955","","1359783541"
1980,"YR1980","Euro area","EMU","2.15167509403238","2956972008183.65","9781.21380324082","10226.290931836","23.6142087532896","","","","","12.0416214825427","","26.7854508698422","73.5275822543983","","","","","9.05202182835137","","302311356"
1980,"YR1980","Europe & Central Asia (all income levels)","ECS","1.35875561847084","4547183903661.45","5728.59954761195","5780.20117417629","24.6336280428855","","","","","","","26.7509574171238","70.204554464366","","","","","","","793768855"
1980,"YR1980","Europe & Central Asia (developing only)","ECA","","","","","","","","","","","","","65.9152800227622","","","","","","","210809167"
1980,"YR1980","European Union","EUU","1.37200460947247","3860418462561.07","8313.76136642528","8463.54173793596","24.3689331539881","","","","13.5175605772584","11.7165099297006","","26.4588249778717","72.862702996319","","","","","9.7318296279247","","464340783"
1980,"YR1980","Heavily indebted poor countries (HIPC)","HPC","-0.48993540528987","107619782275.872","396.716899202657","420.909005825568","22.4309540941503","","","","13.8062965424411","14.2458946471146","","32.2746048196017","47.3845387058053","","","","34.1541709823676","0.220368972244822","","271276022"
1980,"YR1980","High income","HIC","1.30469320367655","9308684089382.06","8349.72494296028","8684.44431681604","19.835341453457","","","","13.5175605772584","12.5988724093284","","20.6873335744007","72.2347605103215","","","","","11.9403185498652","","1114849190"
1980,"YR1980","High income: OECD","OEC","1.09488261981497","8485896844304.71","9731.57970509715","10242.740441858","17.8180511084111","","","","12.9073464688557","11.7165099297006","","19.093341982428","73.3897314152082","","","","","12.2080164246078","","871995822"
1980,"YR1980","High income: nonOECD","NOC","","994149424653.515","4093.62008375982","","","","","","","12.9768428297732","","","68.0787557844892","","","","","","","242853368"
1980,"YR1980","Latin America & Caribbean (all income levels)","LCN","6.39270738153577","772966353281.277","2121.95435825936","2125.61629374031","15.7671392862425","","","","18.1263898816154","16.934572456653","","16.8402812859506","64.2752489656631","","","","10.0694061908819","2.44334989627507","","364270961"
1980,"YR1980","Latin America & Caribbean (developing only)","LAC","7.72478201612974","564717632845.454","1873.23223488822","1896.6947691353","13.5520950302911","","","","18.1263898816154","16.934572456653","","14.8686505768538","63.2720185824009","","","","11.1463288316144","2.02885779560528","","301466963"
1980,"YR1980","Least developed countries: UN classification","LDC","","115235508378.692","293.091839860392","330.096277848213","13.0712880377041","","","","","11.5368357918545","","30.0637215973341","48.1801435731069","","","","36.4019211791775","0.152833828361477","","393172012"
1980,"YR1980","Low & middle income","LMY","4.93243478843848","1836461719245.71","552.861259592488","552.742335046513","14.0875758840875","","","","14.7009812997866","14.2499490918722","","15.8342051835129","59.6271189756183","","","","23.2054511191818","1.39350403253321","","3321740649"
1980,"YR1980","Low income","LIC","","78447863566.7263","311.748425921553","","","","","","","11.5368357918545","","","46.7534547179281","","","","","","","251638363"
1980,"YR1980","Lower middle income","LMC","5.25006317234093","639115785456.809","425.005229647502","419.142262775147","16.8138055865486","","","","15.4879114590201","14.2479218694934","","19.1889277502973","56.0783469573266","","","","30.3703303929837","0.782258049154442","","1503783344"
1980,"YR1980","Middle East & North Africa (all income levels)","MEA","2.83720146573903","397747009430.413","2149.0134448339","","44.7519309998273","","","","10.4226999529125","21.9460817349783","","37.0568050982333","58.8680086806126","","","","","3.49280372175307","","185083537"
1980,"YR1980","Middle East & North Africa (developing only)","MNA","-6.08353387763594","","","","26.0856011227482","","","","11.5845673416483","17.7512091818177","","34.5199782620953","58.0467822888145","","","","13.3187758978117","2.19527994836445","","166836852"
1980,"YR1980","Middle income","MIC","4.98208619509334","1767004752923.67","575.552404550625","573.985660555697","14.0468356300408","","","","17.207475003736","16.2929783081407","","15.6771896842931","60.6854148180746","","","","22.9987986126263","1.48420179130956","","3070102286"
1980,"YR1980","North America","NAC","-0.026204640012466","3136555140371.7","12452.9395760632","13230.7583402979","11.1447583677125","","","","11.8462283207448","9.85408706889963","","11.4256124864216","73.7528378020355","","","","","20.5138572874937","","251872670"
1980,"YR1980","Not classified","INX","","","","","","","","","","","","","","","","","","","",""
1980,"YR1980","OECD members","OED","1.25833407900522","8749688002981.62","8880.83496964403","9321.64570586458","17.5004201922168","","","","13.5242410304426","13.1260940029891","","18.8654400222918","72.2541311093402","","","","","11.1404957252107","","985232586"
1980,"YR1980","Other small states","OSS","","11814570595.1323","1167.05616990469","","56.1152745727423","","","","13.6324251470895","","","81.2446413227982","54.5996228565505","","","","","1.13136720003205","","10123395"
1980,"YR1980","Pacific island small states","PSS","-4.5610533093876","1887691125.72375","1335.75558305135","","44.0614563700247","","","","14.4928744064521","","","55.1333168821048","61.745764638708","","","","22.8844845565417","0.997149374000958","","1413201"
1980,"YR1980","Small states","SST","-0.392988708415061","27086469248.6417","1592.60823202039","1479.63781222229","55.7384815122978","","","","16.2748416182536","11.6578145194408","","67.3343770927839","59.5614147782352","","","","","3.0911473861793","","17007616"
1980,"YR1980","South Asia","SAS","6.47036927976737","238839585783.565","265.352185736948","272.618351418271","7.48246036243468","","","","14.6845027763768","11.5083208127639","","12.5974998958956","54.0482875571629","","","","34.5376639688975","0.437810557808947","","900085240"
1980,"YR1980","Sub-Saharan Africa (all income levels)","SSF","4.01760380832084","271654795363.754","709.200177176964","671.418315994162","31.5959283767495","","","","13.2415761479522","14.2458946471146","","31.3396224930501","48.1607926377119","","","","18.2261944812156","0.977110564889962","","383043891"
1980,"YR1980","Sub-Saharan Africa (developing only)","SSA","4.03011857009781","271470845653.374","709.247663693364","671.645313610442","31.5087271680569","","","","12.9116117850956","13.4934147898182","","29.7466636591533","48.1633295064166","","","","18.2493163070099","0.977455394335795","","382758886"
1980,"YR1980","Upper middle income","UMC","4.89629564380174","1134910390209.97","724.571707446011","722.469276286971","13.1176990240788","","","","18.1263898816154","17.1144923017961","","14.4979631516738","65.1253891034555","","","","20.6679212387768","2.11804894405211","","1566318942"
1980,"YR1980","World","WLD","1.75465908912994","11154429834084.6","2514.19000603374","2598.90668690346","18.852453455025","","","","13.98394395297","13.2832425918365","","19.857431659877","62.8005893478542","","","","","4.36320687858835","","4436589839"
1981,"YR1981","Afghanistan","AFG","","3478787909.81818","267.662423622744","","","","","","","","","","42.5269268292683","","","","","0.152639744037877","","12996923"
1981,"YR1981","Albania","ALB","5.74563526610041","","","","22.9826424624068","","","","","-2.17736047335944","","21.5149631152552","70.4544634146341","","","","32.4002988390487","2.69302391440235","","2726056"
1981,"YR1981","Algeria","DZA","2.99999608984621","44348670715.7417","2223.6969116934","2220","34.5872507738721","1390237.82753487","","","14.6548426360634","14.3539994897266","","30.8777428614597","59.486756097561","","","","9.23512771674598","2.32850297791274","","19943667"
1981,"YR1981","American Samoa","ASM","","","","","","","","","","","","","","","","","","","","33488"
1981,"YR1981","Andorra","ADO","-0.132468704037194","388982990.468389","10372.3265550741","12410","","","","","","12.3511666824288","","","","","","","","","","37502"
1981,"YR1981","Angola","AGO","","","","","","","","","","","","","40.2886585365854","","","","","0.621382804088045","","8497950"
1981,"YR1981","Antigua and Barbuda","ATG","4.08371877510336","124462960.764868","1784.41520809846","1810","73.2242225859247","-22400000","","","","8.64294279536007","","95.5750632346377","68.8689512195122","","","","6.77310111272375","1.52463082437276","","69750"
1981,"YR1981","Argentina","ARG","-5.68952800019458","78676842366.4213","2756.39678818613","2810","6.9210494803617","-944000000","","","104.476042578908","106.364099000329","","7.37192799858578","69.7866585365854","","","","6.47552296064522","3.57496761243926","","28543366"
1981,"YR1981","Armenia","ARM","","","","","","","","","","","","","70.6616097560976","","","","","","","3145885"
1981,"YR1981","Aruba","ABW","","","","","","","","","","","","","72.4623414634146","","","","","","","60567"
1981,"YR1981","Australia","AUS","3.35814322205586","176527342389.411","11826.0429014143","11700","14.918148155456","","","31.33","9.69174503578893","9.52095319436967","","16.7913024604882","74.6634146341463","","","","6.69259981854161","15.4325008374087","","14927000"
1981,"YR1981","Austria","AUT","-0.14429447402668","70863106877.484","9362.63998455272","11130","33.0803520797166","","","","6.80686220272196","6.71666759621156","","35.4514099711223","72.8121951219512","","","","4.48644806602217","7.41616061389589","","7568710"
1981,"YR1981","Azerbaijan","AZE","","","","","","","","","","","","","64.7164390243903","","","","","","","6261942"
1981,"YR1981","Bahamas, The","BHS","-9.22640507988645","1426500000","6622.43969471319","7500","67.3817034700316","-34400000.0344","","","11.1144984973893","17.6883277051818","","62.3694356817385","68.6954146341463","","","","","13.006202298936","","215404"
1981,"YR1981","Bahrain","BHR","-5.31669735282962","3467819267.67765","9269.14605460114","","131.129680190199","","","","11.3445968083975","18.9117650564633","","120.009203159751","70.1765853658537","69.75352","","","1.01234757266662","22.7885733377882","","374125"
1981,"YR1981","Bangladesh","BGD","7.23394369490723","20249694002.448","242.222431237132","260","5.13086315280464","","","","","9.89469031189969","","14.1162959381044","53.9280243902439","29.22723","","","33.5533232642453","0.0948775198421447","","83599582"
1981,"YR1981","Barbados","BRB","-1.98265179677819","1114204695.01911","4402.57900671373","","49.4868362338242","-7200000","","","14.5675632146884","12.2951847776682","","51.8072289156626","68.8637804878049","","","","","2.70953453453453","","253080"
1981,"YR1981","Belarus","BLR","","","","","","","","","","","","","69.8191707317073","","","","","","","9710000"
1981,"YR1981","Belgium","BEL","-0.279283635025493","105290713602.781","10679.6739869067","13260","53.4997195860098","","","","7.62827454994605","5.13919704383315","","55.9177356109447","73.6217073170732","","","","","12.5795550696816","","9858982"
1981,"YR1981","Belize","BLZ","1.2906397365083","192900000","1307.21168832929","1420","53.3955417314671","","","","11.2244897960225","-2.21202626173988","","75.3499222395023","69.919756097561","","","","26.1316872427984","1.24249488364528","","147566"
1981,"YR1981","Benin","BEN","9.95423117120322","1291120190.56764","337.794506776359","410","15.9305004610493","-2060858.2287554","","","","7.46894826110554","","43.9588716369158","47.6689268292683","","","","32.664652346085","0.112249051987256","","3822206"
1981,"YR1981","Bermuda","BMU","2.38095238095129","739100032","13425.9769663942","14120","","","","","","17.7093912978646","","","","","","","","7.06089009990917","","55050"
1981,"YR1981","Bhutan","BTN","13.9077290356395","146391639.722864","345.355341689799","","15.4399331856493","","","","9.93314231136587","4.38259276421313","","48.038590525147","45.7107317073171","","","","41.3960160173073","0.0605562331470416","","423887"
1981,"YR1981","Bolivia","BOL","0.275616740495252","5891606676.18271","1031.51634204345","1030","23.2660239152104","-75600000","","","32.1336011133427","29.4860340803583","","22.9537478226215","50.4821463414634","","","","19.2708009935183","0.839129259447181","","5711598"
1981,"YR1981","Bosnia and Herzegovina","BIH","","","","","","","","","","","","","70.4172682926829","","","","","","","4185074"
1981,"YR1981","Botswana","BWA","9.06485746505908","1073812403.80662","1039.43516460756","1210","49.7050639955481","-88558151.4992439","","","16.4280267725711","-0.0883228375673184","0","71.5303283249861","61.0331219512195","","","","14.2719568567026","0.976141085867117","","1033073"
1981,"YR1981","Brazil","BRA","-4.39335720034832","263561088977.129","2106.67895661928","2070","9.42035430772259","-2313000000","","57.93","101.724820805804","107.214033815377","","9.79944909521963","62.3043658536585","","","","10.7356942354276","1.37327055568951","","125107382"
1981,"YR1981","Brunei Darussalam","BRN","-19.8267157133985","4366213849.57637","21925.7886548709","","93.143259797279","","","","9.13705583756346","9.02159481817466","","13.713480405442","70.627512195122","77.83421","","","0.693804542251613","7.3842348947453","","199136"
1981,"YR1981","Bulgaria","BGR","4.90016172175605","20056236991.8554","2255.76122683521","","35.6384355453304","","","","","2.82093850378817","","34.5226112588971","71.5719512195122","","","","17.0400828258042","9.03643153048149","","8891117"
1981,"YR1981","Burkina Faso","BFA","4.25530339449531","1775842336.50916","254.230804300942","300","9.27641060746417","","","","7.55570560440934","13.5846193820109","","31.4351136452015","46.9283170731707","","","","30.7200049174643","0.0797954749198229","","6985158"
1981,"YR1981","Burundi","BDI","12.1632755702466","969046666.666667","228.566369780562","250","9.14335050943539","","","","12.1673943487938","-6.06331508686375","0","22.037695696343","47.6046829268293","","","","61.3192899293799","0.0371917834229196","","4239673"
1981,"YR1981","Cambodia","KHM","","","","","","","","","","","","","33.4499268292683","","","","","0.0443860949922718","","6774509"
1981,"YR1981","Cameroon","CMR","17.082682248754","7636346056.38029","829.934233885681","810","21.8670533412104","-135759035.819262","","","10.7275","8.80019382634194","","28.4141250724903","51.613512195122","","","","29.3974206185554","0.580668864508834","","9201146"
1981,"YR1981","Canada","CAN","3.50311952633217","305748602885.979","12279.0603568666","12280","26.4831051772961","4881835430.80754","","32.6","12.4624149389885","10.7766348899214","","25.7110666135606","75.4785365853659","","","","","17.2692136947791","","24900000"
1981,"YR1981","Cabo Verde","CPV","8.45156241182421","139468114.599741","480.215800817211","","21.4691376893988","","","","","9.57797517986792","","70.6952497571178","61.2562195121951","","","","15.772648121333","0.113635737601058","","290428"
1981,"YR1981","Cayman Islands","CYM","","","","","","","","","","","","","","","","","","9.38856802619827","","16795"
1981,"YR1981","Central African Republic","CAF","-1.54450746508273","694803624.048757","296.891764564844","340","24.3834499934688","-5781443.35245489","","","-0.0333333333332873","13.8727943973895","","34.059743898938","49.2318048780488","","","","39.6736117602231","0.0579760616239485","","2340259"
1981,"YR1981","Chad","TCD","1.04291810259778","876937559.724954","190.185297418274","230","15.1004602128159","110403.119397611","","","","8.0547582837101","","22.6613186665228","44.9566341463415","","","","39.7499492855304","0.0453308679052797","","4610964"
1981,"YR1981","Channel Islands","CHI","","","","","","","","","","","","","73.5739268292683","","","","","","","128988"
1981,"YR1981","Chile","CHL","4.7373110684336","32644872979.4872","2863.4625216065","2640","16.4176244680562","-383000000","","","19.6868378835817","13.0421602128509","","26.7537976546161","68.4280731707317","","","","6.32488849138605","2.15378761384709","","11400489"
1981,"YR1981","China","CHN","5.17241379003539","194369049090.197","195.564928628762","220","7.50495089932831","","","29.11","","2.32027937871149","","7.50699250729875","66.9398536585366","","","","31.5550927910823","1.46043181655825","","993885000"
1981,"YR1981","Colombia","COL","2.26321677428835","36388389129.3376","1282.36522205962","1310","11.8520881916387","-228000000","","","27.5042368891556","22.7822711430599","","15.4329317123039","66.0249268292683","","","","19.8013426802446","1.56677177311315","","28375995"
1981,"YR1981","Comoros","COM","3.86492114430685","114271876.277722","358.602381472739","","11.7580758220867","","","","","14.5687126025657","","49.2125873512131","51.2443414634146","","","","34.1985761115492","0.149598787418526","","318659"
1981,"YR1981","Congo, Dem. Rep.","ZAR","2.350524074861","12537821039.8252","463.520049887906","570","14.1409006328045","","","","35.4082648744294","33.2302221454351","","17.1419759362472","46.5928780487805","","","","25.9310911777321","0.139635097523415","","27049145"
1981,"YR1981","Congo, Rep.","COG","17.619722467905","1993512325.92286","1074.44324453598","1080","58.0210448587779","-30842951.4557126","","","","27.7891269189205","","76.0937788443788","56.2828048780488","","","","7.88259184050212","0.254955963459993","","1855391"
1981,"YR1981","Costa Rica","CRI","-2.26165550926935","2623807081.28534","1069.14070921568","1420","43.2683559335342","-66200000","","47.49","37.0572006829527","41.1021486168946","","48.1761791633655","72.6979024390244","","","","","0.917449667437749","","2454127"
1981,"YR1981","Cote d'Ivoire","CIV","3.50049890744015","8432589956.34896","977.224674025194","1100","35.1750034906259","","","","8.79921083308754","2.97699115943504","","42.2841953845761","51.1744878048781","","","","26.5339983531472","0.517596867629971","","8629121"
1981,"YR1981","Croatia","HRV","","","","","","","","","","","","","70.3443902439025","","","","","","","4608000"
1981,"YR1981","Cuba","CUB","19.688334486169","20150254124.0964","2038.62886122782","2430","32.5823188758741","","","","","-2.53694744585152","","44.1977746822189","74.0363658536586","97.84665","","","13.3049828580157","3.31336011474452","","9884219"
1981,"YR1981","Curacao","CUW","","","","","","","","","","","","","","","","","","","","148629"
1981,"YR1981","Cyprus","CYP","2.51699784311612","2087496373.77964","4033.24047772902","4070","50.2511433387436","-78304678.2724331","","","10.7446936083976","12.3888529637485","","63.3219216041531","74.9512926829268","","","","9.25799218017833","4.42164304173263","","689173"
1981,"YR1981","Czech Republic","CZE","","","","","","","","","","","","","70.7221951219512","","","","","","","10300591"
1981,"YR1981","Denmark","DNK","-0.886903823763163","61376989330.9375","11984.0137619734","14330","36.1230669952104","39337843.0754867","","","11.7915904936014","10.4464324061483","","34.899602782897","74.2304878048781","","","","","10.1119423880012","","5121572"
1981,"YR1981","Djibouti","DJI","","","","","","","","","5.71736785374123","","","","54.0288536585366","","","","","0.802529071241556","","374683"
1981,"YR1981","Dominica","DMA","12.0843686197879","66218517.3490573","878.509304673335","950","34.5656915934896","","","","13.2666874934915","-0.0352395526373499","","78.6956764919738","","","","","31.7180040546727","0.486494374867332","","75376"
1981,"YR1981","Dominican Republic","DOM","4.27986747938365","7266999800","1222.66148528726","1230","20.8201450617902","-79700000","","","7.51463890696161","5.09344853184621","","25.0172017343388","63.4393658536585","73.06457","","","20.0713660464684","1.03773863309235","","5943591"
1981,"YR1981","Ecuador","ECU","5.61286411959034","21810767209.3695","2665.31224963865","2480","14.6178458363348","-60000000","","","16.3874745418229","15.4914458591029","","15.2974278533261","63.6840487804878","","","","16.2520535923474","2.03981281636486","","8183194"
1981,"YR1981","Egypt, Arab Rep.","EGY","3.75608078328922","23405404729.7297","526.367289431194","530","33.3718237116577","-746571429.646531","","","10.3172842245396","1.18807444417226","","48.804852448177","58.9804390243902","","","","20.0942496403531","1.14646534453646","","44465918"
1981,"YR1981","El Salvador","SLV","-10.4509366678936","3437200200","738.855835417357","730","26.6786904062207","5720000","","","14.7971516299732","7.39748354655012","","33.5878020721633","56.7989756097561","","","","","0.394126642445129","","4652058"
1981,"YR1981","Equatorial Guinea","GNQ","5.76942050325529","36731422.8456914","157.69025923949","","65.9991681169619","","","","","14.4428282119651","","368.180894040107","44.42","","","","","0.299110477646028","","232934"
1981,"YR1981","Eritrea","ERI","","","","","","","","","","","","","43.5499268292683","","","","","","","2453689"
1981,"YR1981","Estonia","EST","","","","","","","","","","","","","68.9780487804878","","","","","","","1487666"
1981,"YR1981","Ethiopia","ETH","","7324903191.9444","202.943464189159","","","","","32.42","6.13596718680435","","","","43.6701707317073","","","","58.0806442192968","0.0517132547439043","","36093319"
1981,"YR1981","Faroe Islands","FRO","","","","","","","","","","","","","","","","","","10.1021602883445","","43559"
1981,"YR1981","Fiji","FJI","6.32998959413804","1235899836.18067","1898.58905608307","2040","43.0221548949063","-37759181.2226285","","","11.1806667637617","0.978211947155046","","57.432323423594","63.2964634146341","","","","19.890953118481","1.66180715469685","","650957"
1981,"YR1981","Finland","FIN","1.29477446734987","52485533204.7396","10934.5680935815","11980","31.2647661048984","29255695.0608161","","","12.0077344506092","11.6533258656109","","30.2882343676169","73.7465853658537","","","","8.5940722408815","10.7314031938573","","4799964"
1981,"YR1981","France","FRA","1.07783431903292","617589619794.81","11110.5597678072","13200","21.8115866969725","2078999613.10487","","","13.3333333332223","11.6956166930085","","23.2998418912079","74.3","","","","3.96846915793847","8.18015517769423","","55585824"
1981,"YR1981","French Polynesia","PYF","8.50472937744387","1279972866.38172","8192.35065528493","9710","","","","","","11.3798842205069","","","65.3776097560976","","","","","2.11232718894009","","156240"
1981,"YR1981","Gabon","GAB","5.09532928149179","3862269126.92642","5166.27245964906","5270","63.3635064316341","-47473341.3409727","","","8.70650214893002","10.442066697188","","40.6955693187232","55.7953902439024","","","","","8.79480011182555","","747593"
1981,"YR1981","Gambia, The","GMB","3.32189401012974","218764445.784343","349.791970720697","410","43.9610919071626","-2009878.34170447","","","5.94422700614455","1.56352687392489","","66.7570311333647","47.1468780487805","","","","","0.252122997123501","","625413"
1981,"YR1981","Georgia","GEO","5.26742365594126","","","","","","","","","3.40288927169962","","","69.4040243902439","","","","25.2173913043478","","","4504500"
1981,"YR1981","Germany","DEU","0.529240537221568","797443405711.813","10170.4462754224","12560","20.190086669762","4182452427.62375","","","","4.17523876671552","","24.1401258056101","72.9523902439024","","","","","","","78407907"
1981,"YR1981","Ghana","GHA","-3.5030669467392","4222441673.17049","379.797675288649","420","4.7558725525294","-16263751.9999695","","","116.503603996541","75.6335657773178","","5.32316250378652","52.5783170731707","","","","55.2659871844493","0.274094661369604","","11117608"
